Feature,Company: ARAG – gewerbeversicherung_betriebshaftpflichtversicherung,Company: AXA – geschaeftskunden_veranstalterhaftpflichtversicherung,source,Company: Barmenia – Krankenhaustagegeld,Company: DKV – Betriebliche Krankenversicherung,Company: barmenia – deu_bde_privat_bde_produkte_privat_bde_gesundheit_kv_voll_spezialtarife_uebersicht.xhtml,Company: dkv – kunden-kundenbereich-service-rechnungen-einreichen-91963.md,Company: Barmenia – deu_bde_privat_bde_service_bde_infocenter_bde_krankenversicherung_bde_erstattungsfaehige_naturheilverfahren_uebersicht.xhtml,Company: DKV – gesundheit-organisation-hilfsmittel-service-schlafapnoe-geraete.md,Company: DKV – produkte-beihilfetarif-beamtenanwaerter-beamte-referendare-111254.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie,Company: DKV – Gesundheit Organisation Hilfsmittel Service Rollatoren,Company: ERGO – Zahnzusatzversicherung Verdoppelter Festzuschuss bei Zahnersatz,Company: dkv – gesundheit-organisation-hilfsmittel-service-hilfsmittel-zur-insulintherapie.md,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit,Company: dkv – zusatzversicherungen.md,Company: ergo – de_Service_ereignis-melden_leistungsfall-melden_kranken,Company: DKV – gesundheit-innere-organe.md,Company: ERGO – de_Service_ereignis-melden_leistungsfall-melden_zahn,Company: DKV – gesundheit-familienprogramme.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie_abschluss_kfo,Company: DKV – Gesundheit Organisation Hilfsmittel Service Beatmungsgeräte,Company: ERGO – Zahnzusatzversicherung mit Implantaten,Company: Generali – service-kontakt_schaden-melden_haftpflicht,Company: ERGO – de_Produkte_Haftpflichtversicherung_Hundehalterhaftpflicht,Company: dkv – gesundheit-familie.md,Company: ergo – de_Produkte,Company: DKV – private-krankenversicherungen.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_zahnersatz,Company: DKV – produkte-krankenversicherung-grosskunden-firmen-1556.md,Company: Generali – geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland,Company: dkv – gesundheit-organisation-hilfsmittel-service-kompressionstherapiegeraete.md,Company: generali – service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung,Company: ERGO – Zahnzusatzversicherung,Company: Generali – Krankenzusatzversicherung,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit_abschluss_zez,Company: generali – service-kontakt_self-service_dokumente-einreichen_rechnung,Company: Generali – privatkunden_gesundheit-freizeit_gesundheitsservices,Company: R+V – krankenversicherungen,Company: R+V – private-krankenversicherung,Company: SDK – versicherungen_zusatzversicherung_auslandskrankenversicherung,Company: sdk – versicherungen_zusatzversicherung_zahnzusatzversicherung_was-genau-passiert-bei-einer-professionellen-zahnreinigung,Company: group – produkte_ambulante-zusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsberatung,Company: group – produkte_auslandskrankenversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_elektro-kleinstfahrzeuge,Company: r+v – haftpflichtversicherung_haus-und-grundbesitzerhaftpflicht,Company: sdk – versicherungen_private-krankenversicherung_angebot,Company: group – produkte_zahnzusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsdienstleistungen-fuer-krankenzusatzversicherte,Company: group – produkte_auslandskrankenversicherung_familie,Company: sdk – versicherungen_zusatzversicherung_krankentagegeldversicherung,Company: group – service_gesundheitswelt,Company: sdk – versicherungen_private-krankenversicherung_work-life-balance-fuer-medizinerinnen-und-mediziner,Company: group – ratgeber_zahnzusatzversicherung-zahnfuellung,Company: sdk – services_online-services_einwilligungerklaerung,Company: group – ratgeber_zahnzusatzversicherung-sinnvoll,Company: sdk – versicherungen_zusatzversicherung_auslandskrankenversicherung_rechner,Company: group – produkte_private-krankenversicherung_studenten,Company: sdk – services_online-services_faq,Company: group – ratgeber_zahnzusatzversicherung-weisse-zaehne,Company: sdk – versicherungen_zusatzversicherung_ambulante-zusatzversicherung,Company: group – produkte_private-krankenversicherung_angebot,Company: sdk – versicherungen_private-krankenversicherung_pkv-fuer-aerzte,Company: group – ratgeber_zahnzusatzversicherung-ohne-wartezeit,Company: sdk – versicherungen_private-krankenversicherung,Company: group – produkte_krankenhauszusatzversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_quad-versicherung.md,Company: r+v – haftpflichtversicherung_gewaesserschadenhaftpflicht,Company: sdk – downloads_Broschueren_Broschuere-Optionstarif-Private-Krankenversicherung-1.645s.pdf,Company: group – ratgeber_zahnzusatzversicherung-professionelle-zahnreinigung,Company: r+v – service,Company: group – produkte,Company: Generali – privatkunden_fahrzeug-zuhause_kunstversicherung,Company: ERGO – de_Service_ereignis-melden_schadenfall-melden,Company: R+V – beratung_direktberatung,Company: SIGNAL IDUNA – service_schaden-melden,Company: Generali – privatkunden_rundum-schutz_mein-zukunftsplan,Company: ERGO – de_Produkte_Rentenversicherung_Sofort-Rente,Company: r+v – altersvorsorge_private-rentenversicherung_privat-rente-indexinvest,Company: group – produkte_gewerbe_betriebsrentenversicherung,Company: sdk – versicherungen_altersvorsorge_betriebliche-altersvorsorge,Company: group – service_bav-net,Company: dkv – Reiserücktrittsversicherung & Reiseabbruchversicherung,Company: ergo – Schülerreise-Versicherung,Company: dkv – productdb_img_img_Auszeichnungen_Siegel-Franke-Bornberg-BMK1-BMZ1_XL.jpg_6,Company: ergo – de_Service_ereignis-melden,Company: AXA – pk_gesundheit_p_krankenhauszusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_uebersicht.xhtml,Company: AXA – pk_gesundheit_p_ambulante-zusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_kollektiv_1_uebersicht.xhtml,Company: Barmenia – MediApp-Tarif (Telearzt),Company: DKV – Orthesen Service,Company: Barmenia – VHV+ Tarif,Company: DKV – KombiMed Zahn Plus
Waiting Period,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Keine Wartezeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Contribution,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximal die Hälfte des Versicherungsbeitrags,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support for Pre-existing Conditions,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unterstützung trotz Vorerkrankungen,Risikozuschlag bei bestimmten Vorerkrankungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Dental Cleaning,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Coverage available, up to 100% reimbursement depending on the plan",,,,,,,,,,,,,,,,,,,,,,,,
Reimbursement Percentage,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"70% with ZahnPLUS, 90% with ZahnTOP, 100% with ZahnEXKLUSIV",,,,,,,,,,,,,,,,,,,,,,,,
Annual Limit,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No annual limit,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No waiting period,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Children and Youth,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Included, same reimbursement as adults",,,,,,,,,,,,,,,,,,,,,,,,
Additional Benefits,,,comparison_cluster_48.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Protects against high dental costs due to caries and periodontitis,,,,,,,,,,,,,,,,,,,,,,,,
Auto Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Health Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available (including supplementary),Available (including supplementary),,,,,,,,,,,,,,,,,,,,,,
Home Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Disability Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Animal Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Available (e.g., dog and horse surgery)",Not specified,,,,,,,,,,,,,,,,,,,,,,
Legal Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Travel Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Available,,,,,,,,,,,,,,,,,,,,,,
Business Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Available,,,,,,,,,,,,,,,,,,,,,,
Digital Services,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Customer portal, apps, personal advice",Not specified,,,,,,,,,,,,,,,,,,,,,,
Retirement Insurance,,,comparison_cluster_49.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reiserücktritts- und Reiseabbruchversicherung,Reiserücktritts- oder Komplettschutzversicherung,,,,,,,,,,
Target Group,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General travelers,Schülergruppen ab 6 Personen bis 25 Jahre und maximal 2 Begleitpersonen,,,,,,,,,,
Optional Coverage,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ergänzungs-Schutz für Covid-19,Not specified,,,,,,,,,,
Self-Participation,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Ohne Selbstbeteiligung,,,,,,,,,,
Additional Benefits,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefonische Stornoberatung,"24-Stunden-Notrufzentrale, Lehrer-Ausfall-Risiko",,,,,,,,,,
Medical Coverage,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Kostenübernahme für medizinische Behandlungen und Hilfsmittel,,,,,,,,,,
Customer Service Availability,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 8-19 Uhr, Sa 9-13 Uhr",Not specified,,,,,,,,,,
Unique Features,,,comparison_cluster_5.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hervorragende Beratung im Schadensfall,"Weltweiter Schutz, Organisation von Krankenbesuchen, Rückholung von Kindern",,,,,,,,,,
Coverage Type,,,comparison_cluster_50.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All-Risk for Art, Jewelry, Valuables, Household, and Buildings","Various including Health, Liability, Auto, Travel, Legal",,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_50.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private clients, Museums, Companies, Exhibitions","General public with specific needs in health, property, etc.",,,,,,,,,,,,,,,,,,,,
Additional Services,,,comparison_cluster_50.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"App for collection management, valuation, cataloging, claims","Online/phone claims, 24/7 advisor access, customer portal",,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_50.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialized art insurance solutions,Diverse insurance products including financial products,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_50.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Email: arteservice@generali.de, Phone: +49 89 5121 3300",Not specified,,,,,,,,,,,,,,,,,,,,
Health Insurance Options,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private and statutory health insurance, supplementary dental and foreign health insurance","Private health insurance, supplementary hospital insurance, dental insurance",,,,,,,,,,,,,,,,,,
Vehicle Insurance Options,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Car, electric car, motorcycle, motorhome insurance","Car, e-scooter, bicycle insurance",,,,,,,,,,,,,,,,,,
Property Insurance,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home contents, building insurance","Home contents, building insurance",,,,,,,,,,,,,,,,,,
Liability Insurance,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private liability, builder's liability, water damage liability, house and landowner liability","Private liability, private legal protection, business liability, cyber insurance",,,,,,,,,,,,,,,,,,
Additional Services,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phone consultation, 24/7 claims service",Online claims reporting and tracking,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phone: 0611 533-25043 (Mon-Fri 07:30-20:00),Not specified,,,,,,,,,,,,,,,,,,
Headquarters,,,comparison_cluster_51.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Dortmund and Hamburg,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Multiple insurance products,,,,,,,,
Coverage Details,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Health, dental, liability, vehicle, travel, and life insurance coverage",,,,,,,,
Premiums,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,
Benefits,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Online and phone claim reporting, contract management via portal and app",,,,,,,,
Additional Support,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,24/7 toll-free numbers for emergencies,,,,,,,,
Unique Features,,,comparison_cluster_52.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,App for contract management and quick claims,,,,,,,,
Product Type,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive Insurance Coverage,Immediate Annuity,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vehicle, Liability, Accident, Disability, Health Insurance",Lifetime monthly pension,,,,,,,,,,,,,,,,
Premium Payment,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Single premium payment,,,,,,,,,,,,,,,,
Entry Age,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,15 to 85 years,,,,,,,,,,,,,,,,
Health Check Requirement,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No health check required,,,,,,,,,,,,,,,,
Additional Features,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health and Vitality Apps,"Rent guarantee period, partial withdrawals",,,,,,,,,,,,,,,,
Taxation,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Tax-free payments, low income tax on earnings",,,,,,,,,,,,,,,,
Unique Selling Proposition,,,comparison_cluster_53.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive protection across life areas,"Immediate pension, high security, flexible withdrawal",,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Pension Insurance,Occupational Pension Insurance,,,,,,,,,,,,,,
Investment Strategy,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Index Participation with SOMAS Index,Combination of Guarantee and Attractive Returns,,,,,,,,,,,,,,
Contribution Guarantee,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 90% of paid contributions,Not specified,,,,,,,,,,,,,,
Flexibility,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flexible withdrawals before retirement,Quick and uncomplicated contract conclusion,,,,,,,,,,,,,,
Tax Benefits,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax advantages during saving phase and payout,Contributions are tax and social security free,,,,,,,,,,,,,,
Death Benefit,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor protection,Not specified,,,,,,,,,,,,,,
State Subsidy,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,30% state subsidy on contributions,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Individuals seeking private retirement savings,Employees with low income,,,,,,,,,,,,,,
Employer Benefits,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"30% subsidy for employers, improves employee retention",,,,,,,,,,,,,,
Income Tax on Benefits,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Benefits taxed as income at a typically lower rate,,,,,,,,,,,,,,
Social Security Contributions,,,comparison_cluster_54.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Contributions to statutory health and social care insurance,,,,,,,,,,,,,,
Private Health Insurance Options,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available for various professions,Available,,,,,,,,,,,,
Additional Insurance Options,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dental, Hospital, Outpatient, Daily Allowance, Practice, Abroad","Dental, Hospital, Abroad",,,,,,,,,,,,
Retirement Provision,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited tax-free build-up, employer contributions tax-free",Not specified,,,,,,,,,,,,
Direct Pension Benefits,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartz IV security, transferable with job change",Not specified,,,,,,,,,,,,
Employer Benefits,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attracts skilled workers, contributions as business expenses",Not specified,,,,,,,,,,,,
Digital Management Platform,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,SI bAVnet for paperless contract management,,,,,,,,,,,,
Mobile Access,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Available,,,,,,,,,,,,
Data Security,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Emphasized,,,,,,,,,,,,
Customer Support,,,comparison_cluster_55.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phone and in-person consultation,Not specified,,,,,,,,,,,,
Product Type,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankenhauszusatzversicherung,"Betriebliche Krankenversicherung, Gruppenversicherung",,,,,,
Coverage Options,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarif S, M, L",Not specified,,,,,,
Premiums,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarif S: ab 10,17 €/Monat, Tarif M: ab 15,77 €/Monat, Tarif L: ab 26,13 €/Monat",Not specified,,,,,,
Room Options,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ein- oder Zweibettzimmer,Not specified,,,,,,
Additional Benefits,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freie Krankenhauswahl, Tagegeld, Rooming-in",Not specified,,,,,,
Unique Features,,,comparison_cluster_6.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarif L: stabile Beiträge im Alter, Versichertenkarte, My AXA Portal",Auslandsschutz (Barmenia-Weltpolice),,,,,,
